Address;RegName;Clk;Rst;Port;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;txq6_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq6_rssi;[23:16];8'h0;RO;;;;
;;;;;txq6complete_state;[15:12];4'h0;RO;;;;
;;;;;txq6complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq6complete_errcode;[7:0];8'h0;RO;;;;
0x015C;MACTXQ6BA_BMHI;pclk;reset_n;;txq6ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0160;MACTXQ6BA_BMLO;pclk;reset_n;;txq6ba_bmlo;[31:0];32'h0;RO;;;;
0x0164;MACTXQ6BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq6ba_tahi;[15:0];16'h0;RO;;;;
0x0168;MACTXQ6BA_TALO;pclk;reset_n;;txq6ba_talo;[31:0];32'h0;RO;;;;
0x016C;MACTXQ6BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq6ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq6ba_ssn;[11:0];12'h0;RO;;;;
0x0170;MACTXQ6_TXSTART_US;pclk;reset_n;;txq6_txstart_us;[31:0];32'h0;RO;;;;
0x0174;MACTXQ6_TXSTART_CYC;pclk;reset_n;;txq6_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq6_txstart_cycle;[6:0];7'h0;RO;;;;
0x0178;MACTXQ6_TXRXACK_CYC;pclk;reset_n;;txq6_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq6_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq6_txrxack_cycle;[6:0];7'h0;RO;;;;
0x017C;MACTXQ5_PLCP1;pclk;reset_n;;reg_txq5_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq5_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq5_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq5_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq5_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq5_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq5_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq5_length;[11:0];12'h0;R/W;;;;
0x0180;MACTXQ5_PTI;pclk;reset_n;;reg_txq5_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq5_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq5_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq5_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq5_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq5_bssid;[1:0];2'h0;R/W;;;;
0x0184;MACTXQ5_HTSIG;pclk;reset_n;;reg_txq5_htsig;[31:0];32'h0;R/W;;;;
0x0188;MACTXQ5_VHTSIG1;pclk;reset_n;;reg_txq5_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x018C;MACTXQ5_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq5_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq5_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x0190;MACTXQ5_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq5_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq5_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq5_ht80len;[20:0];21'h0;R/W;;;;
0x0194;MACTXQ5_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq5_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq5_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq5_ht40len;[18:0];19'h0;R/W;;;;
0x0198;MACTXQ5_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq5_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq5_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq5_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq5_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq5_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq5_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq5_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq5_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq5_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq5_ant_force_last;[0];1'h0;R/W;;;;
0x019C;MACTXQ5_DUR;pclk;reset_n;;reg_txq5_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq5_ht40dur;[15:0];16'h0;R/W;;;;
0x01A0;MACTXQ5_DUR2;pclk;reset_n;;reg_txq5_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq5_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq5_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq5_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq5_ht80dur;[15:0];16'h0;R/W;;;;
0x01A4;MACTXQ5PMD;pclk;reset_n;;txq5complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq5_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq5_rssi;[23:16];8'h0;RO;;;;
;;;;;txq5complete_state;[15:12];4'h0;RO;;;;
;;;;;txq5complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq5complete_errcode;[7:0];8'h0;RO;;;;
0x01A8;MACTXQ5BA_BMHI;pclk;reset_n;;txq5ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x01AC;MACTXQ5BA_BMLO;pclk;reset_n;;txq5ba_bmlo;[31:0];32'h0;RO;;;;
0x01B0;MACTXQ5BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq5ba_tahi;[15:0];16'h0;RO;;;;
0x01B4;MACTXQ5BA_TALO;pclk;reset_n;;txq5ba_talo;[31:0];32'h0;RO;;;;
0x01B8;MACTXQ5BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq5ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq5ba_ssn;[11:0];12'h0;RO;;;;
0x01BC;MACTXQ5_TXSTART_US;pclk;reset_n;;txq5_txstart_us;[31:0];32'h0;RO;;;;
0x01C0;MACTXQ5_TXSTART_CYC;pclk;reset_n;;txq5_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq5_txstart_cycle;[6:0];7'h0;RO;;;;
0x01C4;MACTXQ5_TXRXACK_CYC;pclk;reset_n;;txq5_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq5_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq5_txrxack_cycle;[6:0];7'h0;RO;;;;
0x01C8;MACTXQ4_PLCP1;pclk;reset_n;;reg_txq4_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq4_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq4_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq4_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq4_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq4_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq4_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq4_length;[11:0];12'h0;R/W;;;;
0x01CC;MACTXQ4_PTI;pclk;reset_n;;reg_txq4_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq4_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq4_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq4_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq4_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq4_bssid;[1:0];2'h0;R/W;;;;
0x01D0;MACTXQ4_HTSIG;pclk;reset_n;;reg_txq4_htsig;[31:0];32'h0;R/W;;;;
0x01D4;MACTXQ4_VHTSIG1;pclk;reset_n;;reg_txq4_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x01D8;MACTXQ4_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq4_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq4_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x01DC;MACTXQ4_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq4_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq4_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq4_ht80len;[20:0];21'h0;R/W;;;;
0x01E0;MACTXQ4_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq4_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq4_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq4_ht40len;[18:0];19'h0;R/W;;;;
0x01E4;MACTXQ4_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq4_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq4_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq4_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq4_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq4_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq4_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq4_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq4_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq4_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq4_ant_force_last;[0];1'h0;R/W;;;;
0x01E8;MACTXQ4_DUR;pclk;reset_n;;reg_txq4_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq4_ht40dur;[15:0];16'h0;R/W;;;;
0x01EC;MACTXQ4_DUR2;pclk;reset_n;;reg_txq4_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq4_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq4_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq4_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq4_ht80dur;[15:0];16'h0;R/W;;;;
0x01F0;MACTXQ4PMD;pclk;reset_n;;txq4complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq4_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq4_rssi;[23:16];8'h0;RO;;;;
;;;;;txq4complete_state;[15:12];4'h0;RO;;;;
;;;;;txq4complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq4complete_errcode;[7:0];8'h0;RO;;;;
0x01F4;MACTXQ4BA_BMHI;pclk;reset_n;;txq4ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x01F8;MACTXQ4BA_BMLO;pclk;reset_n;;txq4ba_bmlo;[31:0];32'h0;RO;;;;
0x01FC;MACTXQ4BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq4ba_tahi;[15:0];16'h0;RO;;;;
0x0200;MACTXQ4BA_TALO;pclk;reset_n;;txq4ba_talo;[31:0];32'h0;RO;;;;
0x0204;MACTXQ4BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq4ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq4ba_ssn;[11:0];12'h0;RO;;;;
0x0208;MACTXQ4_TXSTART_US;pclk;reset_n;;txq4_txstart_us;[31:0];32'h0;RO;;;;
0x020C;MACTXQ4_TXSTART_CYC;pclk;reset_n;;txq4_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq4_txstart_cycle;[6:0];7'h0;RO;;;;
0x0210;MACTXQ4_TXRXACK_CYC;pclk;reset_n;;txq4_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq4_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq4_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0214;MACTXQ3_PLCP1;pclk;reset_n;;reg_txq3_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq3_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq3_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq3_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq3_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq3_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq3_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq3_length;[11:0];12'h0;R/W;;;;
0x0218;MACTXQ3_PTI;pclk;reset_n;;reg_txq3_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq3_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq3_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq3_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq3_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq3_bssid;[1:0];2'h0;R/W;;;;
0x021C;MACTXQ3_HTSIG;pclk;reset_n;;reg_txq3_htsig;[31:0];32'h0;R/W;;;;
0x0220;MACTXQ3_VHTSIG1;pclk;reset_n;;reg_txq3_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x0224;MACTXQ3_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq3_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq3_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x0228;MACTXQ3_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq3_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq3_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq3_ht80len;[20:0];21'h0;R/W;;;;
0x022C;MACTXQ3_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq3_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq3_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq3_ht40len;[18:0];19'h0;R/W;;;;
0x0230;MACTXQ3_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq3_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq3_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq3_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq3_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq3_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq3_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq3_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq3_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq3_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq3_ant_force_last;[0];1'h0;R/W;;;;
0x0234;MACTXQ3_DUR;pclk;reset_n;;reg_txq3_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq3_ht40dur;[15:0];16'h0;R/W;;;;
0x0238;MACTXQ3_DUR2;pclk;reset_n;;reg_txq3_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq3_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq3_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq3_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq3_ht80dur;[15:0];16'h0;R/W;;;;
0x023C;MACTXQ3PMD;pclk;reset_n;;txq3complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq3_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq3_rssi;[23:16];8'h0;RO;;;;
;;;;;txq3complete_state;[15:12];4'h0;RO;;;;
;;;;;txq3complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq3complete_errcode;[7:0];8'h0;RO;;;;
0x0240;MACTXQ3BA_BMHI;pclk;reset_n;;txq3ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0244;MACTXQ3BA_BMLO;pclk;reset_n;;txq3ba_bmlo;[31:0];32'h0;RO;;;;
0x0248;MACTXQ3BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq3ba_tahi;[15:0];16'h0;RO;;;;
0x024C;MACTXQ3BA_TALO;pclk;reset_n;;txq3ba_talo;[31:0];32'h0;RO;;;;
0x0250;MACTXQ3BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq3ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq3ba_ssn;[11:0];12'h0;RO;;;;
0x0254;MACTXQ3_TXSTART_US;pclk;reset_n;;txq3_txstart_us;[31:0];32'h0;RO;;;;
0x0258;MACTXQ3_TXSTART_CYC;pclk;reset_n;;txq3_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq3_txstart_cycle;[6:0];7'h0;RO;;;;
0x025C;MACTXQ3_TXRXACK_CYC;pclk;reset_n;;txq3_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq3_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq3_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0260;MACTXQ2_PLCP1;pclk;reset_n;;reg_txq2_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq2_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq2_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq2_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq2_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq2_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq2_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq2_length;[11:0];12'h0;R/W;;;;
0x0264;MACTXQ2_PTI;pclk;reset_n;;reg_txq2_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq2_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq2_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq2_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq2_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq2_bssid;[1:0];2'h0;R/W;;;;
0x0268;MACTXQ2_HTSIG;pclk;reset_n;;reg_txq2_htsig;[31:0];32'h0;R/W;;;;
0x026C;MACTXQ2_VHTSIG1;pclk;reset_n;;reg_txq2_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x0270;MACTXQ2_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq2_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq2_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x0274;MACTXQ2_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq2_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq2_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq2_ht80len;[20:0];21'h0;R/W;;;;
0x0278;MACTXQ2_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq2_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq2_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq2_ht40len;[18:0];19'h0;R/W;;;;
0x027C;MACTXQ2_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq2_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq2_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq2_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq2_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq2_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq2_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq2_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq2_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq2_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq2_ant_force_last;[0];1'h0;R/W;;;;
0x0280;MACTXQ2_DUR;pclk;reset_n;;reg_txq2_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq2_ht40dur;[15:0];16'h0;R/W;;;;
0x0284;MACTXQ2_DUR2;pclk;reset_n;;reg_txq2_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq2_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq2_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq2_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq2_ht80dur;[15:0];16'h0;R/W;;;;
0x0288;MACTXQ2PMD;pclk;reset_n;;txq2complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq2_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq2_rssi;[23:16];8'h0;RO;;;;
;;;;;txq2complete_state;[15:12];4'h0;RO;;;;
;;;;;txq2complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq2complete_errcode;[7:0];8'h0;RO;;;;
0x028C;MACTXQ2BA_BMHI;pclk;reset_n;;txq2ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0290;MACTXQ2BA_BMLO;pclk;reset_n;;txq2ba_bmlo;[31:0];32'h0;RO;;;;
0x0294;MACTXQ2BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq2ba_tahi;[15:0];16'h0;RO;;;;
0x0298;MACTXQ2BA_TALO;pclk;reset_n;;txq2ba_talo;[31:0];32'h0;RO;;;;
0x029C;MACTXQ2BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq2ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq2ba_ssn;[11:0];12'h0;RO;;;;
0x02A0;MACTXQ2_TXSTART_US;pclk;reset_n;;txq2_txstart_us;[31:0];32'h0;RO;;;;
0x02A4;MACTXQ2_TXSTART_CYC;pclk;reset_n;;txq2_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq2_txstart_cycle;[6:0];7'h0;RO;;;;
0x02A8;MACTXQ2_TXRXACK_CYC;pclk;reset_n;;txq2_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq2_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq2_txrxack_cycle;[6:0];7'h0;RO;;;;
0x02AC;MACTXQ1_PLCP1;pclk;reset_n;;reg_txq1_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq1_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq1_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq1_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq1_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq1_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq1_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq1_length;[11:0];12'h0;R/W;;;;
0x02B0;MACTXQ1_PTI;pclk;reset_n;;reg_txq1_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq1_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq1_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq1_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq1_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq1_bssid;[1:0];2'h0;R/W;;;;
0x02B4;MACTXQ1_HTSIG;pclk;reset_n;;reg_txq1_htsig;[31:0];32'h0;R/W;;;;
0x02B8;MACTXQ1_VHTSIG1;pclk;reset_n;;reg_txq1_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x02BC;MACTXQ1_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq1_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq1_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x02C0;MACTXQ1_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq1_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq1_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq1_ht80len;[20:0];21'h0;R/W;;;;
0x02C4;MACTXQ1_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq1_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq1_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq1_ht40len;[18:0];19'h0;R/W;;;;
0x02C8;MACTXQ1_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq1_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq1_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq1_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq1_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq1_ant_force;[5];1'h0;R/W;;;;
