Address;RegName;Clk;Rst;Port;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;txq4_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq4_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq4_txrxack_cycle;[6:0];7'h0;RO;;;;
0x01A4;MACTXQ3_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq3_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq3_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq3_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq3_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq3_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq3_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq3_length;[11:0];12'h0;R/W;;;;
0x01A8;MACTXQ3_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq3_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq3_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq3_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq3_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq3_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq3_ant_force_last;[0];1'h0;R/W;;;;
0x01AC;MACTXQ3_HTSIG;pclk;reset_n;;reg_txq3_htsig;[31:0];32'h0;R/W;;;;
0x01B0;MACTXQ3_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq3_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq3_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq3_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq3_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq3_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq3_ht40len;[15:0];16'h0;R/W;;;;
0x01B4;MACTXQ3_DUR;pclk;reset_n;;reg_txq3_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq3_ht40dur;[15:0];16'h0;R/W;;;;
0x01B8;MACTXQ3_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq3_seqnum;[11:0];12'h0;RO;;;;
0x01BC;MACTXQ3PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq3complete_num;[29:26];4'h0;RO;;;;
;;;;;txq3_is_40m;[25];1'h0;RO;;;;
;;;;;txq3_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq3_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq3complete_state;[15:12];4'h0;RO;;;;
;;;;;txq3complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq3complete_errcode;[7:0];8'h0;RO;;;;
0x01C0;MACTXQ3BA_BMHI;pclk;reset_n;;txq3ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x01C4;MACTXQ3BA_BMLO;pclk;reset_n;;txq3ba_bmlo;[31:0];32'h0;RO;;;;
0x01C8;MACTXQ3BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq3ba_tahi;[15:0];16'h0;RO;;;;
0x01CC;MACTXQ3BA_TALO;pclk;reset_n;;txq3ba_talo;[31:0];32'h0;RO;;;;
0x01D0;MACTXQ3BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq3ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq3ba_ssn;[11:0];12'h0;RO;;;;
0x01D4;MACTXQ3_TXSTART_US;pclk;reset_n;;txq3_txstart_us;[31:0];32'h0;RO;;;;
0x01D8;MACTXQ3_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq3_txstart_cycle;[6:0];7'h0;RO;;;;
0x01DC;MACTXQ3_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq3_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq3_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq3_txrxack_cycle;[6:0];7'h0;RO;;;;
0x01E0;MACTXQ2_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq2_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq2_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq2_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq2_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq2_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq2_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq2_length;[11:0];12'h0;R/W;;;;
0x01E4;MACTXQ2_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq2_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq2_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq2_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq2_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq2_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq2_ant_force_last;[0];1'h0;R/W;;;;
0x01E8;MACTXQ2_HTSIG;pclk;reset_n;;reg_txq2_htsig;[31:0];32'h0;R/W;;;;
0x01EC;MACTXQ2_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq2_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq2_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq2_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq2_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq2_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq2_ht40len;[15:0];16'h0;R/W;;;;
0x01F0;MACTXQ2_DUR;pclk;reset_n;;reg_txq2_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq2_ht40dur;[15:0];16'h0;R/W;;;;
0x01F4;MACTXQ2_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq2_seqnum;[11:0];12'h0;RO;;;;
0x01F8;MACTXQ2PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq2complete_num;[29:26];4'h0;RO;;;;
;;;;;txq2_is_40m;[25];1'h0;RO;;;;
;;;;;txq2_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq2_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq2complete_state;[15:12];4'h0;RO;;;;
;;;;;txq2complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq2complete_errcode;[7:0];8'h0;RO;;;;
0x01FC;MACTXQ2BA_BMHI;pclk;reset_n;;txq2ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0200;MACTXQ2BA_BMLO;pclk;reset_n;;txq2ba_bmlo;[31:0];32'h0;RO;;;;
0x0204;MACTXQ2BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq2ba_tahi;[15:0];16'h0;RO;;;;
0x0208;MACTXQ2BA_TALO;pclk;reset_n;;txq2ba_talo;[31:0];32'h0;RO;;;;
0x020C;MACTXQ2BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq2ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq2ba_ssn;[11:0];12'h0;RO;;;;
0x0210;MACTXQ2_TXSTART_US;pclk;reset_n;;txq2_txstart_us;[31:0];32'h0;RO;;;;
0x0214;MACTXQ2_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq2_txstart_cycle;[6:0];7'h0;RO;;;;
0x0218;MACTXQ2_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq2_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq2_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq2_txrxack_cycle;[6:0];7'h0;RO;;;;
0x021C;MACTXQ1_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq1_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq1_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq1_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq1_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq1_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq1_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq1_length;[11:0];12'h0;R/W;;;;
0x0220;MACTXQ1_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq1_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq1_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq1_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq1_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq1_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq1_ant_force_last;[0];1'h0;R/W;;;;
0x0224;MACTXQ1_HTSIG;pclk;reset_n;;reg_txq1_htsig;[31:0];32'h0;R/W;;;;
0x0228;MACTXQ1_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq1_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq1_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq1_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq1_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq1_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq1_ht40len;[15:0];16'h0;R/W;;;;
0x022C;MACTXQ1_DUR;pclk;reset_n;;reg_txq1_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq1_ht40dur;[15:0];16'h0;R/W;;;;
0x0230;MACTXQ1_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq1_seqnum;[11:0];12'h0;RO;;;;
0x0234;MACTXQ1PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq1complete_num;[29:26];4'h0;RO;;;;
;;;;;txq1_is_40m;[25];1'h0;RO;;;;
;;;;;txq1_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq1_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq1complete_state;[15:12];4'h0;RO;;;;
;;;;;txq1complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq1complete_errcode;[7:0];8'h0;RO;;;;
0x0238;MACTXQ1BA_BMHI;pclk;reset_n;;txq1ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x023C;MACTXQ1BA_BMLO;pclk;reset_n;;txq1ba_bmlo;[31:0];32'h0;RO;;;;
0x0240;MACTXQ1BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq1ba_tahi;[15:0];16'h0;RO;;;;
0x0244;MACTXQ1BA_TALO;pclk;reset_n;;txq1ba_talo;[31:0];32'h0;RO;;;;
0x0248;MACTXQ1BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq1ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq1ba_ssn;[11:0];12'h0;RO;;;;
0x024C;MACTXQ1_TXSTART_US;pclk;reset_n;;txq1_txstart_us;[31:0];32'h0;RO;;;;
0x0250;MACTXQ1_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq1_txstart_cycle;[6:0];7'h0;RO;;;;
0x0254;MACTXQ1_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq1_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq1_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq1_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0258;MACTXQ0_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq0_force_dup;[29];1'h0;R/W;;;;force secondary
;;;;;reg_txq0_force_ht40;[28];1'h0;R/W;;;;force center
;;;;;reg_txq0_duplicate;[27];1'h0;R/W;;;;force duplicate
;;;;;reg_txq0_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq0_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq0_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq0_length;[11:0];12'h0;R/W;;;;
0x025C;MACTXQ0_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq0_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq0_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq0_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq0_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq0_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq0_ant_force_last;[0];1'h0;R/W;;;;
0x0260;MACTXQ0_HTSIG;pclk;reset_n;;reg_txq0_htsig;[31:0];32'h0;R/W;;;;
0x0264;MACTXQ0_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq0_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq0_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq0_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq0_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq0_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq0_ht40len;[15:0];16'h0;R/W;;;;
0x0268;MACTXQ0_DUR;pclk;reset_n;;reg_txq0_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq0_ht40dur;[15:0];16'h0;R/W;;;;
0x026C;MACTXQ0_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq0_seqnum;[11:0];12'h0;RO;;;;
0x0270;MACTXQ0PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq0complete_num;[29:26];4'h0;RO;;;;
;;;;;txq0_is_40m;[25];1'h0;RO;;;;
;;;;;txq0_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq0_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq0complete_state;[15:12];4'h0;RO;;;;
;;;;;txq0complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq0complete_errcode;[7:0];8'h0;RO;;;;
0x0274;MACTXQ0BA_BMHI;pclk;reset_n;;txq0ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0278;MACTXQ0BA_BMLO;pclk;reset_n;;txq0ba_bmlo;[31:0];32'h0;RO;;;;
0x027C;MACTXQ0BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq0ba_tahi;[15:0];16'h0;RO;;;;
0x0280;MACTXQ0BA_TALO;pclk;reset_n;;txq0ba_talo;[31:0];32'h0;RO;;;;
0x0284;MACTXQ0BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq0ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq0ba_ssn;[11:0];12'h0;RO;;;;
0x0288;MACTXQ0_TXSTART_US;pclk;reset_n;;txq0_txstart_us;[31:0];32'h0;RO;;;;
0x028C;MACTXQ0_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq0_txstart_cycle;[6:0];7'h0;RO;;;;
0x0290;MACTXQ0_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq0_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq0_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq0_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0294;MACTXOP0_Q15_PLCP0;pclk;reset_n;;reg_txop0_q15_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q15_link_addr;[19:0];20'h0;R/W;;;;
0x0298;MACTXOP0_Q14_PLCP0;pclk;reset_n;;reg_txop0_q14_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q14_link_addr;[19:0];20'h0;R/W;;;;
0x029C;MACTXOP0_Q13_PLCP0;pclk;reset_n;;reg_txop0_q13_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q13_link_addr;[19:0];20'h0;R/W;;;;
0x02A0;MACTXOP0_Q12_PLCP0;pclk;reset_n;;reg_txop0_q12_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q12_link_addr;[19:0];20'h0;R/W;;;;
0x02A4;MACTXOP0_Q11_PLCP0;pclk;reset_n;;reg_txop0_q11_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q11_link_addr;[19:0];20'h0;R/W;;;;
0x02A8;MACTXOP0_Q10_PLCP0;pclk;reset_n;;reg_txop0_q10_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q10_link_addr;[19:0];20'h0;R/W;;;;
0x02AC;MACTXOP0_Q9_PLCP0;pclk;reset_n;;reg_txop0_q9_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q9_link_addr;[19:0];20'h0;R/W;;;;
0x02B0;MACTXOP0_Q8_PLCP0;pclk;reset_n;;reg_txop0_q8_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q8_link_addr;[19:0];20'h0;R/W;;;;
0x02B4;MACTXOP0_Q7_PLCP0;pclk;reset_n;;reg_txop0_q7_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q7_link_addr;[19:0];20'h0;R/W;;;;
0x02B8;MACTXOP0_Q6_PLCP0;pclk;reset_n;;reg_txop0_q6_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q6_link_addr;[19:0];20'h0;R/W;;;;
0x02BC;MACTXOP0_Q5_PLCP0;pclk;reset_n;;reg_txop0_q5_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q5_link_addr;[19:0];20'h0;R/W;;;;
0x02C0;MACTXOP0_Q4_PLCP0;pclk;reset_n;;reg_txop0_q4_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q4_link_addr;[19:0];20'h0;R/W;;;;
0x02C4;MACTXOP0_Q3_PLCP0;pclk;reset_n;;reg_txop0_q3_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q3_link_addr;[19:0];20'h0;R/W;;;;
0x02C8;MACTXOP0_Q2_PLCP0;pclk;reset_n;;reg_txop0_q2_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q2_link_addr;[19:0];20'h0;R/W;;;;
0x02CC;MACTXOP0_Q1_PLCP0;pclk;reset_n;;reg_txop0_q1_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q1_link_addr;[19:0];20'h0;R/W;;;;
0x02D0;MACTXOP1_Q15_PLCP0;pclk;reset_n;;reg_txop1_q15_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q15_link_addr;[19:0];20'h0;R/W;;;;
0x02D4;MACTXOP1_Q14_PLCP0;pclk;reset_n;;reg_txop1_q14_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q14_link_addr;[19:0];20'h0;R/W;;;;
0x02D8;MACTXOP1_Q13_PLCP0;pclk;reset_n;;reg_txop1_q13_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q13_link_addr;[19:0];20'h0;R/W;;;;
0x02DC;MACTXOP1_Q12_PLCP0;pclk;reset_n;;reg_txop1_q12_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q12_link_addr;[19:0];20'h0;R/W;;;;
0x02E0;MACTXOP1_Q11_PLCP0;pclk;reset_n;;reg_txop1_q11_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q11_link_addr;[19:0];20'h0;R/W;;;;
0x02E4;MACTXOP1_Q10_PLCP0;pclk;reset_n;;reg_txop1_q10_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q10_link_addr;[19:0];20'h0;R/W;;;;
0x02E8;MACTXOP1_Q9_PLCP0;pclk;reset_n;;reg_txop1_q9_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q9_link_addr;[19:0];20'h0;R/W;;;;
0x02EC;MACTXOP1_Q8_PLCP0;pclk;reset_n;;reg_txop1_q8_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q8_link_addr;[19:0];20'h0;R/W;;;;
0x02F0;MACTXOP1_Q7_PLCP0;pclk;reset_n;;reg_txop1_q7_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q7_link_addr;[19:0];20'h0;R/W;;;;
0x02F4;MACTXOP1_Q6_PLCP0;pclk;reset_n;;reg_txop1_q6_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q6_link_addr;[19:0];20'h0;R/W;;;;
0x02F8;MACTXOP1_Q5_PLCP0;pclk;reset_n;;reg_txop1_q5_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q5_link_addr;[19:0];20'h0;R/W;;;;
0x02FC;MACTXOP1_Q4_PLCP0;pclk;reset_n;;reg_txop1_q4_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q4_link_addr;[19:0];20'h0;R/W;;;;
0x0300;MACTXOP1_Q3_PLCP0;pclk;reset_n;;reg_txop1_q3_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q3_link_addr;[19:0];20'h0;R/W;;;;
0x0304;MACTXOP1_Q2_PLCP0;pclk;reset_n;;reg_txop1_q2_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q2_link_addr;[19:0];20'h0;R/W;;;;
0x0308;MACTXOP1_Q1_PLCP0;pclk;reset_n;;reg_txop1_q1_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q1_link_addr;[19:0];20'h0;R/W;;;;
0x030C;MACTXOP2_Q15_PLCP0;pclk;reset_n;;reg_txop2_q15_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q15_link_addr;[19:0];20'h0;R/W;;;;
0x0310;MACTXOP2_Q14_PLCP0;pclk;reset_n;;reg_txop2_q14_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q14_link_addr;[19:0];20'h0;R/W;;;;
0x0314;MACTXOP2_Q13_PLCP0;pclk;reset_n;;reg_txop2_q13_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q13_link_addr;[19:0];20'h0;R/W;;;;
0x0318;MACTXOP2_Q12_PLCP0;pclk;reset_n;;reg_txop2_q12_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q12_link_addr;[19:0];20'h0;R/W;;;;
0x031C;MACTXOP2_Q11_PLCP0;pclk;reset_n;;reg_txop2_q11_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q11_link_addr;[19:0];20'h0;R/W;;;;
0x0320;MACTXOP2_Q10_PLCP0;pclk;reset_n;;reg_txop2_q10_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q10_link_addr;[19:0];20'h0;R/W;;;;
0x0324;MACTXOP2_Q9_PLCP0;pclk;reset_n;;reg_txop2_q9_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q9_link_addr;[19:0];20'h0;R/W;;;;
0x0328;MACTXOP2_Q8_PLCP0;pclk;reset_n;;reg_txop2_q8_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q8_link_addr;[19:0];20'h0;R/W;;;;
0x032C;MACTXOP2_Q7_PLCP0;pclk;reset_n;;reg_txop2_q7_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q7_link_addr;[19:0];20'h0;R/W;;;;
0x0330;MACTXOP2_Q6_PLCP0;pclk;reset_n;;reg_txop2_q6_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q6_link_addr;[19:0];20'h0;R/W;;;;
0x0334;MACTXOP2_Q5_PLCP0;pclk;reset_n;;reg_txop2_q5_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q5_link_addr;[19:0];20'h0;R/W;;;;
0x0338;MACTXOP2_Q4_PLCP0;pclk;reset_n;;reg_txop2_q4_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q4_link_addr;[19:0];20'h0;R/W;;;;
0x033C;MACTXOP2_Q3_PLCP0;pclk;reset_n;;reg_txop2_q3_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q3_link_addr;[19:0];20'h0;R/W;;;;
0x0340;MACTXOP2_Q2_PLCP0;pclk;reset_n;;reg_txop2_q2_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q2_link_addr;[19:0];20'h0;R/W;;;;
0x0344;MACTXOP2_Q1_PLCP0;pclk;reset_n;;reg_txop2_q1_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q1_link_addr;[19:0];20'h0;R/W;;;;
0x0348;MACTXMEMQDATE;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_mactxmemq_date;[27:0];28'h1603271;R/W;;;;
