Address;RegName;Clk;Rst;Port ; Public ; Signal;BitPos;Default;SW(R/W);Comment;HW(W);MCU(W);MISC;Description
;;;;;;reg_inter_ram3_pd_en;[28];0;R/W;;;;;enable power down internal SRAM 3 in sleep
;;;;;;reg_inter_ram2_pd_en;[27];0;R/W;;;;;enable power down internal SRAM 2 in sleep
;;;;;;reg_inter_ram1_pd_en;[26];0;R/W;;;;;enable power down internal SRAM 1 in sleep
;;;;;;reg_inter_ram0_pd_en;[25];0;R/W;;;;;enable power down internal SRAM 0 in sleep
;;;;;;reg_rom0_pd_en;[24];0;R/W;;;;;enable power down ROM in sleep
;;;;;;reg_dg_dcdc_pd_en;[23];0;R/W;;;;;enable power down digital dcdc in sleep
;;;;;;reg_dg_dcdc_force_pu;[22];1'd1;R/W;;;;;digital dcdc force power up
;;;;;;reg_dg_dcdc_force_pd;[21];1'b0;R/W;;;;;digital dcdc force power down
;;;;;;reg_dg_wrap_force_pu;[20];1'd1;R/W;;;;;digital core force power up
;;;;;;reg_dg_wrap_force_pd;[19];1'b0;R/W;;;;;digital core force power down
;;;;;;reg_wifi_force_pu;[18];1'd1;R/W;;;;;wifi force power up
;;;;;;reg_wifi_force_pd;[17];1'b0;R/W;;;;;wifi force power down
;;;;;;reg_inter_ram4_force_pu;[16];1'd1;R/W;;;;;internal SRAM 4 force power up
;;;;;;reg_inter_ram4_force_pd;[15];1'b0;R/W;;;;;internal SRAM 4 force power down
;;;;;;reg_inter_ram3_force_pu;[14];1'd1;R/W;;;;;internal SRAM 3 force power up
;;;;;;reg_inter_ram3_force_pd;[13];1'b0;R/W;;;;;internal SRAM 3 force power down
;;;;;;reg_inter_ram2_force_pu;[12];1'd1;R/W;;;;;internal SRAM 2 force power up
;;;;;;reg_inter_ram2_force_pd;[11];1'b0;R/W;;;;;internal SRAM 2 force power down
;;;;;;reg_inter_ram1_force_pu;[10];1'd1;R/W;;;;;internal SRAM 1 force power up
;;;;;;reg_inter_ram1_force_pd;[9];1'b0;R/W;;;;;internal SRAM 1 force power down
;;;;;;reg_inter_ram0_force_pu;[8];1'd1;R/W;;;;;internal SRAM 0 force power up
;;;;;;reg_inter_ram0_force_pd;[7];1'b0;R/W;;;;;internal SRAM 0 force power down
;;;;;;reg_rom0_force_pu;[6];1'd1;R/W;;;;;ROM force power up
;;;;;;reg_rom0_force_pd;[5];1'b0;R/W;;;;;ROM force power down
;;;;;;reg_lslp_mem_force_pu;[4];1'b1;R/W;;;;;memories in digital core force no PD in sleep
;;;;;;reg_lslp_mem_force_pd;[3];1'b0;R/W;;;;;memories in digital core force PD in sleep
;;;;;;;[2:0];;;;;;;
0x0024;DIG_ISO;dig_clk_rtc_gated;rst_rtc_n;;;reg_dg_wrap_force_noiso;[31];1'd1;R/W;;;;;
;;;;;;reg_dg_wrap_force_iso;[30];1'd0;R/W;;;;;digital core force ISO
;;;;;;reg_wifi_force_noiso;[29];1'd1;R/W;;;;;wifi force no ISO
;;;;;;reg_wifi_force_iso;[28];1'd0;R/W;;;;;wifi force ISO
;;;;;;reg_inter_ram4_force_noiso;[27];1'd1;R/W;;;;;internal SRAM 4 force no ISO
;;;;;;reg_inter_ram4_force_iso;[26];1'd0;R/W;;;;;internal SRAM 4 force ISO
;;;;;;reg_inter_ram3_force_noiso;[25];1'd1;R/W;;;;;internal SRAM 3 force no ISO
;;;;;;reg_inter_ram3_force_iso;[24];1'd0;R/W;;;;;internal SRAM 3 force ISO
;;;;;;reg_inter_ram2_force_noiso;[23];1'd1;R/W;;;;;internal SRAM 2 force no ISO
;;;;;;reg_inter_ram2_force_iso;[22];1'd0;R/W;;;;;internal SRAM 2 force ISO
;;;;;;reg_inter_ram1_force_noiso;[21];1'd1;R/W;;;;;internal SRAM 1 force no ISO
;;;;;;reg_inter_ram1_force_iso;[20];1'd0;R/W;;;;;internal SRAM 1 force ISO
;;;;;;reg_inter_ram0_force_noiso;[19];1'd1;R/W;;;;;internal SRAM 0 force no ISO
;;;;;;reg_inter_ram0_force_iso;[18];1'd0;R/W;;;;;internal SRAM 0 force ISO
;;;;;;reg_rom0_force_noiso;[17];1'd1;R/W;;;;;ROM force no ISO
;;;;;;reg_rom0_force_iso;[16];1'd0;R/W;;;;;ROM force ISO
;;;;;;reg_dg_pad_force_hold;[15];1'd0;R/W;;;;;digital pad force hold
;;;;;;reg_dg_pad_force_unhold;[14];1'd1;R/W;;;;;digital pad force un-hold
;;;;;;reg_dg_pad_force_iso;[13];1'd0;R/W;;;;;digital pad force ISO
;;;;;;reg_dg_pad_force_noiso;[12];1'd1;R/W;;;;;digital pad force no ISO
;;;;;;reg_dg_pad_autohold_en;[11];1'd0;R/W;;;;;digital pad enable auto-hold
;;;;;;clr_dg_pad_autohold;[10];1'd0;WO;;;;;wtite only register to clear digital pad auto-hold
;;;;;;dg_pad_autohold;[9];1'd0;RO;;;;;read only register to indicate digital pad auto-hold status
;;;;;N/A;reg_dig_iso_force_on;[8];1'd0;R/W;;;;;
;;;;;N/A;reg_dig_iso_force_off;[7];1'd0;R/W;;;;;
;;;;;;;[6:0];;;;;;;
0x0025;RTC_WDTCONFIG0;dig_clk_rtc_gated;rst_rtc_n;;;reg_wdt_en;[31];1'h0;R/W;;;;PROT=wdt_wprotectn;
;;;;;;reg_wdt_stg0;[30:28];3'h0;R/W;;;;;1: interrupt stage en, 2: CPU reset stage en, 3: system reset stage en, 4: RTC reset stage en
;;;;;;reg_wdt_stg1;[27:25];3'h0;R/W;;;;;1: interrupt stage en, 2: CPU reset stage en, 3: system reset stage en, 4: RTC reset stage en
;;;;;;reg_wdt_stg2;[24:22];3'h0;R/W;;;;;1: interrupt stage en, 2: CPU reset stage en, 3: system reset stage en, 4: RTC reset stage en
;;;;;;reg_wdt_stg3;[21:19];3'h0;R/W;;;;;1: interrupt stage en, 2: CPU reset stage en, 3: system reset stage en, 4: RTC reset stage en
;;;;;N/A;reg_wdt_edge_int_en;[18];1'h0;R/W;;;;;N/A
;;;;;N/A;reg_wdt_level_int_en;[17];1'h0;R/W;;;;;N/A
;;;;;;reg_wdt_cpu_reset_length;[16:14];3'h1;R/W;;;;;CPU reset counter length
;;;;;;reg_wdt_sys_reset_length;[13:11];3'h1;R/W;;;;;system reset counter length
;;;;;;reg_wdt_flashboot_mod_en;[10];1'h1;R/W;;;;;enable WDT in flash boot
;;;;;;reg_wdt_procpu_reset_en;[9];1'd0;R/W;;;;;enable WDT reset PRO CPU
;;;;;;reg_wdt_appcpu_reset_en;[8];1'd0;R/W;;;;;enable WDT reset APP CPU
;;;;;;reg_wdt_pause_in_slp;[7];1'd1;R/W;;;;;pause WDT in sleep
;;;;;;;[6:0];;;;;;;
0x0026;RTC_WDTCONFIG1;dig_clk_rtc_gated;rst_rtc_n;;;reg_wdt_stg0_hold;[31:0];32'd128000;R/W;;;;PROT=wdt_wprotectn;
0x0027;RTC_WDTCONFIG2;dig_clk_rtc_gated;rst_rtc_n;;;reg_wdt_stg1_hold;[31:0];32'd80000;R/W;;;;PROT=wdt_wprotectn;
0x0028;RTC_WDTCONFIG3;dig_clk_rtc_gated;rst_rtc_n;;;reg_wdt_stg2_hold;[31:0];32'hfff;R/W;;;;PROT=wdt_wprotectn;
0x0029;RTC_WDTCONFIG4;dig_clk_rtc_gated;rst_rtc_n;;;reg_wdt_stg3_hold;[31:0];32'hfff;R/W;;;;PROT=wdt_wprotectn;
0x002a;RTC_WDTFEED;dig_clk_rtc_gated;rst_rtc_n;;;rtc_wdt_feed;[31];1'd0;WO;;;;;
;;;;;;;[30:0];;;;;;;
0x002b;RTC_WDTWPROTECT;dig_clk_rtc_gated;rst_rtc_n;;;reg_wdt_wkey;[31:0];32'h50d83aa1;R/W;;;;IO = I, wdt_wprotectn;
0x002c;RTC_TEST_MUX;dig_clk_rtc_gated;rst_rtc_n;;;reg_dtest_rtc;[31:30];2'd0;R/W;;;;;
;;;;;;reg_ent_rtc;[29];1'd0;R/W;;;;;ENT_RTC
;;;;;;;[28:0];;;;;;;
0x002d;RTC_SW_CPU_STALL;dig_clk_rtc_gated;rst_rtc_n;;;reg_sw_stall_procpu_c1;[31:26];6'b0;R/W;;;;;
;;;;;;reg_sw_stall_appcpu_c1;[25:20];6'b0;R/W;;;;;{reg_sw_stall_appcpu_c1[5:0],  reg_sw_stall_appcpu_c0[1:0]} == 0x86 will stall APP CPU
;;;;;;;[19:0];;;;;;;
0x002e;RTC_STORE4;dig_clk_rtc_gated;rst_rtc_n;Not;;rtc_scratch4;[31:0];0;R/W;;;;;
0x002f;RTC_STORE5;dig_clk_rtc_gated;rst_rtc_n;Not;;rtc_scratch5;[31:0];0;R/W;;;;;
0x0030;RTC_STORE6;dig_clk_rtc_gated;rst_rtc_n;Not;;rtc_scratch6;[31:0];0;R/W;;;;;
0x0031;RTC_STORE7;dig_clk_rtc_gated;rst_rtc_n;Not;;rtc_scratch7;[31:0];0;R/W;;;;;
0x0032;RTC_DIAG0;dig_clk_rtc_gated;rst_rtc_n;;N/A;rtc_low_power_diag0;[31:0];0;RO;;;;;
0x0033;RTC_DIAG1;dig_clk_rtc_gated;rst_rtc_n;;N/A;rtc_low_power_diag1;[31:0];0;RO;;;;;
0x0034;RTC_HOLD_FORCE;dig_clk_rtc_gated;rst_rtc_n;;;;[31:18];0;RO;;;;;
;;;;;N/A;reg_x32n_hold_force;[17];1'b0;R/W;;;;;
;;;;;N/A;reg_x32p_hold_force;[16];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad7_hold_force;[15];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad6_hold_force;[14];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad5_hold_force;[13];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad4_hold_force;[12];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad3_hold_force;[11];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad2_hold_force;[10];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad1_hold_force;[9];1'b0;R/W;;;;;
;;;;;N/A;reg_touch_pad0_hold_force;[8];1'b0;R/W;;;;;
;;;;;N/A;reg_sense4_hold_force;[7];1'b0;R/W;;;;;
;;;;;N/A;reg_sense3_hold_force;[6];1'b0;R/W;;;;;
;;;;;N/A;reg_sense2_hold_force;[5];1'b0;R/W;;;;;
;;;;;N/A;reg_sense1_hold_force;[4];1'b0;R/W;;;;;
;;;;;N/A;reg_pdac2_hold_force;[3];1'b0;R/W;;;;;
;;;;;N/A;reg_pdac1_hold_force;[2];1'b0;R/W;;;;;
;;;;;N/A;reg_adc2_hold_force;[1];1'b0;R/W;;;;;
;;;;;N/A;reg_adc1_hold_force;[0];1'b0;R/W;;;;;
0x0035;RTC_EXT_WAKEUP1;dig_clk_rtc_gated;rst_rtc_n;;;;[31:19];13'b0;RO;;;;;
;;;;;;reg_ext_wakeup1_status_clr;[18];1'd0;WO;;;;;clear ext wakeup1 status
;;;;;;reg_ext_wakeup1_sel;[17:0];18'd0;R/W;;;;;Bitmap to select RTC pads for ext wakeup1
0x0036;RTC_EXT_WAKEUP1_STATUS;dig_clk_rtc_gated;rst_rtc_n;;;;[31:18];14'b0;RO;;;;;
;;;;;;reg_ext_wakeup1_status;[17:0];18'd0;RO;;;;;ext wakeup1 status
0x0037;RTC_BROWN_OUT;dig_clk_rtc_gated;rst_rtc_n;;;rtc_brown_out_det;[31];1'b0;RO;;;;;
;;;;;;reg_brown_out_ena;[30];1'b0;R/W;;;;;enable brown out
;;;;;;reg_dbrown_out_thres;[29:27];3'b010;R/W;;;;;brown out threshold
;;;;;;reg_brown_out_rst_ena;[26];1'b0;R/W;;;;;enable brown out reset
;;;;;;reg_brown_out_rst_wait;[25:16];10'h3ff;R/W;;;;;brown out reset wait cycles
;;;;;;reg_brown_out_pd_rf_ena;[15];1'b0;R/W;;;;;enable power down RF when brown out happens
;;;;;;reg_brown_out_close_flash_ena;[14];1'b0;R/W;;;;;enable close flash when brown out happens
;;;;;;;[13:0];;;;;;;
0x004f;RTC_CNTL_DATE;dig_clk_rtc_gated;rst_rtc_n;;;;[31:28];;;;;;;
;;;;;N/A;rtc_cntl_date;[27:0];28'h1702280;R/W;;;;;
