Address;RegName;Clk;Rst;Port ; Public ; Signal;BitPos;Default;SW(R/W);Comment;HW(W);MCU(W);MISC;Description
;;;;;;reg_touch_pad1_rde;[28];1'd0;R/W;;;;;RDE
;;;;;;reg_touch_pad1_rue;[27];1'd1;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad1_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad1_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad1_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad1_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad1_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad1_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad1_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad1_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad1_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad1_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad1_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x0027;TOUCH_PAD2;dig_clk_rtc_gated;rst_rtc_n;;;reg_touch_pad2_hold;[31];1'd0;R/W;;;;;hold
;;;;;;reg_touch_pad2_drv;[30:29];2'd2;R/W;;;;;DRV
;;;;;;reg_touch_pad2_rde;[28];1'd1;R/W;;;;;RDE
;;;;;;reg_touch_pad2_rue;[27];1'd0;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad2_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad2_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad2_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad2_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad2_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad2_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad2_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad2_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad2_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad2_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad2_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x0028;TOUCH_PAD3;dig_clk_rtc_gated;rst_rtc_n;;;reg_touch_pad3_hold;[31];1'd0;R/W;;;;;hold
;;;;;;reg_touch_pad3_drv;[30:29];2'd2;R/W;;;;;DRV
;;;;;;reg_touch_pad3_rde;[28];1'd0;R/W;;;;;RDE
;;;;;;reg_touch_pad3_rue;[27];1'd1;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad3_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad3_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad3_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad3_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad3_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad3_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad3_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad3_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad3_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad3_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad3_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x0029;TOUCH_PAD4;dig_clk_rtc_gated;rst_rtc_n;;;reg_touch_pad4_hold;[31];1'd0;R/W;;;;;hold
;;;;;;reg_touch_pad4_drv;[30:29];2'd2;R/W;;;;;DRV
;;;;;;reg_touch_pad4_rde;[28];1'd1;R/W;;;;;RDE
;;;;;;reg_touch_pad4_rue;[27];1'd0;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad4_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad4_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad4_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad4_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad4_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad4_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad4_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad4_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad4_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad4_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad4_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x002a;TOUCH_PAD5;dig_clk_rtc_gated;rst_rtc_n;;;reg_touch_pad5_hold;[31];1'd0;R/W;;;;;hold
;;;;;;reg_touch_pad5_drv;[30:29];2'd2;R/W;;;;;DRV
;;;;;;reg_touch_pad5_rde;[28];1'd1;R/W;;;;;RDE
;;;;;;reg_touch_pad5_rue;[27];1'd0;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad5_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad5_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad5_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad5_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad5_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad5_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad5_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad5_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad5_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad5_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad5_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x002b;TOUCH_PAD6;dig_clk_rtc_gated;rst_rtc_n;;;reg_touch_pad6_hold;[31];1'd0;R/W;;;;;hold
;;;;;;reg_touch_pad6_drv;[30:29];2'd2;R/W;;;;;DRV
;;;;;;reg_touch_pad6_rde;[28];1'd0;R/W;;;;;RDE
;;;;;;reg_touch_pad6_rue;[27];1'd1;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad6_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad6_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad6_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad6_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad6_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad6_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad6_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad6_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad6_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad6_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad6_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x002c;TOUCH_PAD7;dig_clk_rtc_gated;rst_rtc_n;;;reg_touch_pad7_hold;[31];1'd0;R/W;;;;;hold
;;;;;;reg_touch_pad7_drv;[30:29];2'd2;R/W;;;;;DRV
;;;;;;reg_touch_pad7_rde;[28];1'd0;R/W;;;;;RDE
;;;;;;reg_touch_pad7_rue;[27];1'd0;R/W;;;;;RUE
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad7_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad7_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad7_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad7_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;;reg_touch_pad7_mux_sel;[19];1'd0;R/W;;;;;1: use RTC GPIO,0: use digital GPIO
;;;;;;reg_touch_pad7_fun_sel;[18:17];2'd0;R/W;;;;;function sel
;;;;;;reg_touch_pad7_slp_sel;[16];1'd0;R/W;;;;;1: enable sleep mode during sleep,0: no sleep mode
;;;;;;reg_touch_pad7_slp_ie;[15];1'd0;R/W;;;;;input enable in sleep mode
;;;;;;reg_touch_pad7_slp_oe;[14];1'd0;R/W;;;;;output enable in sleep mode
;;;;;;reg_touch_pad7_fun_ie;[13];1'd0;R/W;;;;;input enable in work mode
;;;;;N/A;reg_touch_pad7_to_gpio;[12];1'd0;R/W;;;;;
;;;;;;;[11:0];;;;;;;
0x002d;TOUCH_PAD8;dig_clk_rtc_gated;rst_rtc_n;;;;[31:27];;;;;;;
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad8_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad8_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad8_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad8_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;N/A;reg_touch_pad8_to_gpio;[19];1'd0;R/W;;;;;
;;;;;;;[18:0];;;;;;;
0x002e;TOUCH_PAD9;dig_clk_rtc_gated;rst_rtc_n;;;;[31:27];;;;;;;
;;;;;;;[26];;;;;;;
;;;;;;reg_touch_pad9_dac;[25:23];3'h4;R/W;;;;;TOUCH_DAC
;;;;;;reg_touch_pad9_start;[22];1'd0;R/W;;;;;TOUCH_START
;;;;;;reg_touch_pad9_tie_opt;[21];1'd0;R/W;;;;;TOUCH_TIE_OPT
;;;;;;reg_touch_pad9_xpd;[20];1'd0;R/W;;;;;TOUCH_XPD
;;;;;N/A;reg_touch_pad9_to_gpio;[19];1'd0;R/W;;;;;
;;;;;;;[18:0];;;;;;;
0x002f;EXT_WAKEUP0;dig_clk_rtc_gated;rst_rtc_n;;N/A;reg_ext_wakeup0_sel;[31:27];5'd0;R/W;;;;;
;;;;;;;[26:0];;;;;;;
0x0030;XTL_EXT_CTR;dig_clk_rtc_gated;rst_rtc_n;;;reg_xtl_ext_ctr_sel;[31:27];5'd0;R/W;;;;;select RTC GPIO 0 ~ 17 to control XTAL
;;;;;;;[26:0];;;;;;;
0x0031;SAR_I2C_IO;dig_clk_rtc_gated;rst_rtc_n;;;reg_sar_i2c_sda_sel;[31:30];2'd0;R/W;;;;;
;;;;;;reg_sar_i2c_scl_sel;[29:28];2'd0;R/W;;;;;
;;;;;N/A;reg_sar_debug_bit_sel;[27:23];5'h0;R/W;;;;;
;;;;;;;[22:0];;;;;;;
0x0032;RTC_IO_DATE;dig_clk_rtc_gated;rst_rtc_n;;;;[31:28];;;;;;;
;;;;;N/A;rtc_io_date;[27:0];28'h1611300;R/W;;;;;
